1.18574, 0.614274, 2.65045, 7.78813, 1, 0.070312, 0.012743, -nan
1.62338, 0.567003, 2.2585, 6.79476, 1, 0.015625, 0.070228, -nan
1.51946, 0.492312, 3.96038, 8.82713, 0.726562, 0.070312, 0.048362, -nan
1.70823, 0.476466, 2.83867, 8.87566, 0.289062, 0.070312, 0.005916, -nan
1.69795, 0.443053, 2.88307, 7.15367, 0.726562, 0.007812, 0.03171, -nan
1.44142, 0.368502, 1.84451, 6.37738, 0.289062, 0.007812, 0.03138, -nan
1.44819, 0.57628, 2.69482, 6.84408, 0.726562, 0.007812, 0.057988, -nan
1.54232, 0.410083, 2.35659, 6.60459, 0.289062, 0.007812, 0.040309, -nan
1.46615, 0.498207, 2.35876, 7.08878, 0.726562, 0.007812, 0.066838, -nan
1.38586, 0.5731, 1.28419, 4.84981, 1, 0.007812, 0.001905, -nan
2.27366, 0.727351, 2.30383, 6.23279, 0.007812, 0.007812, 0.000559378, -nan
2.27272, 0.724752, 2.27277, 6.26571, 0.125, 0.015625, 0.001778, -nan
1.56502, 0.71605, 1.61306, 6.83965, 0.289062, 0.007812, 0.00394, -nan
1.45973, 0.600242, 2.0473, 6.12237, 0.726562, 0.007812, 0.025095, -nan
10.1616, 23.5205, 44.9621, 144.902, 0.289062, 0.007812, 4.42019e-06, -nan
1.74321, 0.515473, 2.90864, 8.54867, 1, 0.007812, 0.1758, -nan
64.321, 82.2508, 12676.7, 521.221, 1, 0.726562, 0.014105, inf
47.2062, 60.9276, 9512.32, 443.9, 0.726562, 0.726562, 0.10027, inf
19.0639, 45.4445, 92.2257, 279.221, 0.726562, 0.007812, 0.99919, -nan
45.1652, 77.4005, 12225.5, 520.59, 1, 0.007812, 0.043162, inf
20.6823, 49.6605, 185.268, 307.069, 0.726562, 0.007812, 0.999121, -nan
21.6865, 52.1979, 105.629, 320.95, 0.289062, 0.007812, 0.999769, -nan
22.7428, 54.6561, 140.948, 334.575, 0.070312, 0.007812, 0.999784, -nan
23.6044, 56.6346, 49.1475, 344.972, 0.007812, 0.007812, 0.999908, -nan
24.155, 58.6276, 144.998, 358.331, 0.007812, 0.007812, 0.999523, -nan
17.3871, 41.1798, 138.732, 251.347, 1, 0.007812, 1.11452e-05, -nan
17.4084, 41.3497, 94.0704, 253.382, 1, 0.007812, 3.92954e-05, -nan
17.5355, 42.0959, 94.8211, 256.959, 0.726562, 0.007812, 8.36054e-06, -nan
17.9188, 42.8689, 79.495, 261.967, 0.289062, 0.007812, 1.03686e-05, -nan
18.1364, 44.1657, 88.8831, 269.327, 0.289062, 0.007812, 2.9019e-06, -nan
2.11351, 1.55702, 2.9964, 13.8066, 0.289062, 0.007812, 0.203712, -nan
1.37926, 0.431483, 2.0397, 6.00929, 0.726562, 0.007812, 0.079352, -nan
1.4385, 0.550792, 1.51349, 5.18549, 0.070312, 0.007812, 0.007036, -nan
1.39605, 0.534097, 1.65902, 5.10246, 0.726562, 0.007812, 0.007737, -nan
2.85455, 3.69979, 11.5498, 29.4671, 0.070312, 0.070312, 0.007725, -nan
1.30655, 0.469259, 1.55266, 5.04923, 0.070312, 0.007812, 0.044333, -nan
1.28387, 0.476544, 1.66015, 5.57411, 0.289062, 0.007812, 0.044202, -nan
1.36294, 0.449981, 1.8416, 6.74283, 0.726562, 0.007812, 0.151461, -nan
1.38463, 0.353053, 1.12674, 5.80906, 0.289062, 0.007812, 0.098095, -nan
1.55559, 0.501011, 1.53039, 7.2586, 1, 0.015625, 0.151628, -nan
1.56347, 0.243546, 0.797409, 4.87886, 0.6875, 0.03125, 0.141707, -nan
1.50426, 0.510046, 3.48587, 7.98838, 0.453125, 0.453125, 0.25461, -nan
1.46776, 0.353315, 3.27166, 7.51389, 1, 0.125, 0.389635, -nan
1.41654, 0.52639, 4.28864, 8.67237, 0.453125, 0.125, 0.691892, -nan
1.14921, 0.526685, 1.29489, 5.06256, 0.453125, 0.015625, 0.045377, -nan
1.2639, 0.556825, 1.97057, 6.36572, 1, 0.125, 0.032012, -nan
1.37775, 0.487627, 0.955138, 4.22773, 0.21875, 0.03125, 0.013199, -nan
1.43602, 0.463454, 1.80397, 5.44809, 0.453125, 0.015625, 0.055554, -nan
1.2708, 0.5266, 1.35374, 4.58754, 0.6875, 0.03125, 0.034042, -nan
1.65523, 0.447976, 5.53056, 10.3021, 1, 0.21875, 0.116122, -nan
1.44861, 0.353702, 1.65305, 5.41086, 0.453125, 0.015625, 0.07651, -nan
1.53728, 0.733522, 1.85795, 5.94817, 0.453125, 0.015625, 0.00797, -nan
2.04481, 0.623553, 2.7873, 7.03711, 0.015625, 0.015625, 0.026364, -nan
1.84144, 0.489988, 2.68543, 7.46845, 0.453125, 0.015625, 0.128947, -nan
1.82366, 0.230482, 0.350743, 3.05527, 0.21875, 0.03125, 0.003392, -nan
1.75543, 0.58157, 2.16768, 6.15692, 0.125, 0.015625, 0.019704, -nan
1.79468, 0.573512, 1.4424, 6.02653, 0.6875, 0.03125, 0.04097, -nan
1.36541, 0.11823, 0.35043, 3.83289, 0.6875, 0.03125, 0.143039, -nan
0.563786, 0.319199, 0.522846, 3.07802, 0.21875, 0.6875, 0.801127, -nan
1.23181, 0.817607, 2.60355, 7.59007, 1, 0.453125, 0.979476, -nan
0.932849, 0.541803, 2.30799, 6.89646, 0.453125, 0.453125, 0.893968, -nan
1.03793, 0.502557, 1.95527, 6.82548, 1, 0.125, 0.854313, -nan
1.2421, 0.550574, 2.15719, 6.23539, 1, 0.015625, 0.1649, -nan
1.58312, 0.288276, 1.76179, 6.32076, 0.125, 0.015625, 0.102331, -nan
1.95085, 0.503066, 1.02293, 4.53635, 0.03125, 0.03125, 0.00568, -nan
1.48679, 0.628721, 2.32129, 6.66071, 0.015625, 0.125, 0.029022, -nan
1.48252, 0.665524, 3.55843, 7.75915, 0.015625, 1, 0.275545, -nan
1.24325, 0.365777, 0.884094, 5.04682, 1, 0.0625, 0.129307, -nan
1.56907, 0.479812, 2.07453, 6.93441, 1, 0.125, 0.015607, -nan
1.53482, 0.34188, 1.76435, 6.22618, 0.375, 0.0625, 0.908189, -nan
1.47156, 0.715515, 1.87723, 6.8515, 0.03125, 0.21875, 0.957386, -nan
3.8003, 0.905014, 4.11547, 8.19211, 0.03125, 0.03125, 0.99429, -nan
1.2924, 0.515869, 2.37827, 6.54864, 0.453125, 0.125, 0.043392, -nan
