2.97368, 0.743464, 7.95251, 10.7344, 0.000112221, 9.09495e-13, 1.06001e-15, 0.939542, 0, 0
1.35454, 0.380075, 3.72298, 7.96556, 0.15386, 1.9465e-08, 2.67541e-06, 0.960673, 0, 0
1.5453, 0.443307, 4.29387, 8.59138, 0.027533, 3.81988e-11, 1.0841e-06, 0.940676, 0, 0
1.67598, 0.439917, 2.95241, 7.87045, 7.83984e-10, 7.83984e-10, 2.30273e-10, 0.85181, 0, 0
2.80737, 0.678209, 6.45805, 9.76599, 1.02584e-07, 9.09495e-13, 3.80497e-16, 0.923109, 0, 0
2.36371, 0.557651, 6.49141, 10.0882, 0.429591, 7.45786e-11, 1.97477e-11, 0.981286, 0, 0
2.29468, 1.1658, 19.3065, 17.7083, 0.268187, 7.45786e-11, 0.027352, 0.847502, 0, 0
2.08596, 1.16202, 14.456, 18.6077, 0.00145, 9.09495e-13, 0.957453, 0.998618, 0, 0
2.2083, 0.592799, 6.18653, 9.62715, 0.874629, 1.81899e-12, 1.66838e-10, 0.871329, 0, 0
1.3991, 0.51372, 8.29502, 11.561, 0.268187, 1.49339e-09, 0.00066606, 0.563675, 0, 0
3.19583, 2.73949, 30.1391, 54.0777, 0.011508, 9.09495e-13, 0.95869, 0.343386, 0, 0
1.63559, 0.609897, 5.32427, 11.1638, 0.004324, 9.09495e-13, 0.000111135, 0.999087, 0, 0
4.4141, 12.8604, 264.161, 173.207, 4.2277e-05, 1.81899e-12, 9.64669e-08, 0.700329, 0, 0
2.75997, 0.68439, 7.90065, 15.2358, 0.000112221, 9.09495e-13, 1.61343e-05, 0.9957, 0, 0
2.09613, 0.701262, 10.9924, 13.4579, 0.011508, 1.04792e-08, 3.85994e-06, 0.141959, 0, 0
1.99772, 0.710247, 7.23325, 10.4016, 0.000679548, 1.81899e-12, 6.14902e-07, 0.459279, 0, 0
2.88149, 8.92312, 100.499, 116.629, 0.001658, 6.67787e-08, 0.999998, 0.68053, 0, 0
1.7096, 1.30219, 22.031, 20.2997, 0.065245, 1.29135e-05, 0.003861, 1, 0, 0
1.44444, 0.371526, 2.91145, 7.57104, 1, 8.67993e-07, 1.1438e-05, 0.99339, 0, 0
42.1278, 66.4433, 17157.4, 598.116, 0.855536, 0.200488, 0.000353098, 0.72622, 0, 0
1.40705, 0.760607, 4.42853, 8.38245, 1.93012e-05, 4.65661e-10, 1.36074e-06, 0.894076, 0, 0
12.939, 40.5364, 2772.77, 461.175, 0.281042, 0.00087791, 0.999999, 0.914037, 0, 0
1.2348, 0.520554, 6.09733, 9.75719, 0.532709, 9.09495e-13, 0.773451, 0.981099, 0, 0
4.8433, 15.3666, 175.633, 185.582, 1, 3.39532e-05, 1.05939e-08, 0.983898, 0, 0
9.87588, 27.7741, 3887.24, 415.814, 0.000179991, 7.45058e-09, 0.993055, 0.997646, 0, 0
8.07003, 24.8717, 535.976, 324.839, 0.033552, 7.27596e-12, 0.876496, 0.998068, 0, 0
9.8448, 33.2746, 6483.9, 399.199, 6.16489e-06, 6.16489e-06, 1.65383e-08, 0.408365, 0, 0
1.51758, 1.55611, 19.2967, 19.9587, 3.39532e-05, 9.31323e-10, 0.003157, 0.935292, 0, 0
1.86683, 0.727506, 5.10439, 9.07762, 2.98023e-08, 2.98023e-08, 2.90847e-09, 0.994596, 0, 0
20.0475, 43.3097, 6422.93, 409.266, 0.814529, 0.001312, 0.873189, 0.998689, 0, 0
5.42432, 15.7258, 302.243, 166.033, 0.541256, 1.19209e-07, 0.999441, 0.998727, 0, 0
21.2191, 42.3348, 6164.94, 497.338, 0.035156, 0.007385, 0.967557, 0.000818106, 0, 0
1.66396, 0.869885, 7.48563, 10.4994, 0.003378, 1.45519e-10, 0.000180677, 0.681987, 0, 0
4.81401, 20.9178, 139.478, 240.163, 0.000324914, 0.000324914, 1.92299e-07, 0.121556, 0, 0
2.44052, 7.18763, 49.0194, 95.3867, 6.67787e-08, 4.25596e-06, 6.21191e-11, 0.996235, 0, 0
1.80273, 0.409318, 2.84841, 7.9923, 0.117275, 9.09495e-13, 1.44413e-05, 0.348981, 0, 0
2.29464, 0.558616, 4.12156, 8.22413, 0.059584, 9.09495e-13, 1.33744e-10, 0.898523, 0, 0
2.62625, 0.533251, 5.98061, 9.5557, 0.004324, 9.09495e-13, 2.62733e-09, 0.848806, 0, 0
3.56606, 2.91582, 74.3002, 38.2392, 0.749259, 3.63798e-12, 5.03274e-08, 0.023077, 0, 0
1.24031, 0.323515, 1.82758, 7.02593, 0.011508, 9.09495e-13, 0.000823893, 0.972997, 0, 0
3.00877, 2.49834, 90.1632, 41.1546, 0.749259, 2.42991e-06, 4.91354e-05, 0.510915, 0, 0
1.39928, 0.594135, 4.59273, 8.44695, 0.211024, 9.09495e-13, 8.13616e-05, 0.964636, 0, 0
10.5742, 37.4343, 492.464, 366.383, 0.006427, 4.2277e-05, 1, 0.404077, 0, 0
2.46307, 0.57049, 4.99448, 10.0311, 0.874629, 1.81899e-12, 8.44621e-06, 0.942826, 0, 0
2.2223, 0.760678, 4.93431, 10.6505, 0.000116167, 2.83762e-10, 3.25773e-10, 0.976626, 0, 0
2.3315, 0.791593, 7.81783, 15.219, 0.003327, 4.64916e-06, 4.81253e-09, 0.972518, 0, 0
2.5105, 0.574604, 5.7891, 11.3759, 1, 3.63798e-12, 3.62109e-06, 0.957822, 0, 0
1.95284, 1.86644, 28.774, 25.0674, 0.027533, 2.53208e-05, 0.001261, 0.410762, 0, 0
1.85143, 0.778099, 6.89048, 10.4252, 0.00145, 9.09495e-13, 3.08953e-05, 0.988537, 0, 0
2.1106, 0.573515, 7.59175, 11.5151, 0.000324063, 2.32831e-10, 1.12949e-05, 0.99423, 0, 0
6.72729, 25.6022, 528.192, 306.297, 0.7201, 2.98023e-08, 1.65333e-07, 0.968466, 0, 0
